date,month,permno,ticker,prc,weekly_ret,monthly_ret
2024-02-09,2024-02,24093,HRYU,0.4592,-0.0812320928716832,-0.1888063198033314
2024-02-09,2024-02,20285,CLNN,0.4253,-0.09317737277638438,-0.18542653778720342
2024-02-09,2024-02,33209,ENZ,1.35,0.0629925616712812,0.055555076723374786
2024-02-09,2024-02,23014,CRGE,0.103,-0.2876894505860943,-0.7905448506095438
2024-02-09,2024-02,84607,EMKR,0.382,-0.4182155182517705,-0.2839212540672116
2024-02-09,2024-02,21053,BBAI,1.85,0.13496938661070002,0.011261964355136822
2024-02-09,2024-02,90608,INUV,0.4,-0.007444972050874354,0.24198162194446815
2024-02-09,2024-02,85377,WAVD,1.7,-0.306122,-0.38251254943761903
2024-02-09,2024-02,22380,CLDI,0.5839,-0.2700329170887694,-0.253749758621138
2024-02-09,2024-02,23021,ICCT,1.48,-0.1777779575906644,0.03357283544001777
2024-02-09,2024-02,23054,SOUN,1.95,0.14705856015229735,0.1746990609612673
2024-02-09,2024-02,18102,BNGO,1.23,0.09821317767101823,0.059321585926255915
2024-02-09,2024-02,18306,DTSS,1.87,-0.239868548638,-0.4404183301651292
2024-02-09,2024-02,21025,BETR,0.551,-0.11500246599737274,-0.1302431142395749
2024-02-09,2024-02,23127,OCTO,0.62,0.06896579057691898,0.03042683915520006
2024-02-09,2024-02,22897,FEAM,1.26,-0.030769791997959928,0.27464774183554486
2024-02-09,2024-02,14419,MYMD,0.1405,0.00357135137720066,-0.11133373517289402
2024-02-09,2024-02,19835,ASTR,1.94,-0.07767787293564643,-0.4647156998536772
2024-02-09,2024-02,23783,CETY,0.553,-0.3494118272719119,-0.18034980930677924
2024-02-09,2024-02,23618,ECDA,0.98,-0.019901962254412986,-0.16000086841827288
2024-02-09,2024-02,18559,HOOK,0.6766,-0.005000095808156968,0.2365131662373512
2024-02-09,2024-02,86165,ALTO,1.97,0.09444490744333534,0.028250638673293693
2024-02-09,2024-02,13870,CMRX,0.93,-0.0016096072919414839,0.22810984764645537
2024-02-09,2024-02,21308,IPW,0.589,0.09276467733841876,0.3046620432839322
2024-02-09,2024-02,77699,FCEL,1.37,0.07874011666041558,-0.00833158786509336
2024-02-09,2024-02,18558,GOEV,0.155,-0.08823517818467153,-0.4848194759063693
2024-02-09,2024-02,15779,CTMX,1.52,0.027027603106704268,0.0784335249927608
2024-02-09,2024-02,20331,VIRI,0.4192,0.048000114248071046,-0.09512156422314122
2024-02-09,2024-02,12877,VATE,1.01,-2.3922431591216764e-07,-0.13241041702145762
2024-02-09,2024-02,46834,JOB,0.4536,-0.011763367005680259,-0.19850399947284336
2024-02-09,2024-02,17825,UBX,1.79,0.017044525676855438,0.057803181404546766
2024-02-09,2024-02,46340,SFE,0.455,-0.3498138663224414,-0.322915806354539
2024-02-09,2024-02,79618,RAVE,1.9,-0.040405055245180344,-0.021054127762865638
2024-02-09,2024-02,83844,AWRE,1.79,0.028735004557620236,0.28387120024807966
2024-02-09,2024-02,23622,JEWL,0.49,-2.3221761646929906e-07,-0.040111441657490476
2024-02-09,2024-02,86122,ENG,1.25,-0.10714273445519384,0.4485308971713069
2024-02-09,2024-02,21286,SNTI,0.434,-0.057136286753428855,-0.04465736447301427
2024-02-09,2024-02,18556,GNLN,0.4,-0.11367263140172656,-0.03689555200890404
2024-02-09,2024-02,23258,LUCY,0.4,-0.03053821047063121,-0.11581366642763458
2024-02-09,2024-02,19657,AMWL,1.1,0.04761904513977555,0.028570517818078178
2024-02-09,2024-02,21281,SLDP,1.63,-0.04117665255901548,0.012345558581526417
2024-02-09,2024-02,22200,CYN,0.1722,-0.11374168963166376,-0.2270381096861409
2024-02-09,2024-02,17869,AADI,1.87,0.07471236435310313,0.024102085492054393
2024-02-09,2024-02,21875,RNXT,1.59,-0.064706880462715,0.14666488457695404
2024-02-09,2024-02,23715,ASST,0.5751,-0.20136054395615255,0.1405235263025102
2024-02-09,2024-02,20867,MDAI,1.94,-0.01020399999999999,-0.2620209590857582
2024-02-09,2024-02,19650,PBLA,1.24,0.0598298001758486,-0.1510793441218382
2024-02-09,2024-02,14790,ADVM,1.73,-0.1718955639832065,0.20670383556968175
2024-02-09,2024-02,15378,LIFE,1.97,0.11931825477148106,0.112734674272994
2024-02-09,2024-02,86889,BFX,0.521,-0.042630695223469295,-0.6845296371976299
2024-02-09,2024-02,17369,BFI,0.5972,-0.07839610997704238,0.021486749262078497
2024-02-09,2024-02,18643,XAIR,1.87,0.08092547389376437,-0.09828590656545089
2024-02-09,2024-02,20844,BTTX,0.151,-0.20734963133444717,-0.161205995319737
2024-02-09,2024-02,12840,LODE,0.473,-0.044250905283780284,-0.08890243536270181
2024-02-09,2024-02,22342,SOPA,0.2,0.2383895352945975,-0.01735369198392589
2024-02-09,2024-02,14610,INPX,0.0502,-0.05992456101229382,-0.14629737882236915
2024-02-09,2024-02,21866,PETV,1.28,0.02424551023093513,-0.10931229696235722
2024-02-09,2024-02,20238,BARK,1.07,0.15951477521878377,0.16505038997032306
2024-02-09,2024-02,18568,VERB,0.1449,-0.023584916680975287,-0.040504245288459195
2024-02-09,2024-02,77393,LCTX,1.08,0.10204130061619843,0.11815925987615583
2024-02-09,2024-02,17370,ORGS,0.2997,-0.03664409565145743,1.0388531256656575
2024-02-09,2024-02,20848,MOVE,0.6075,-0.008810159273412776,-0.07467675457550571
2024-02-09,2024-02,15381,OPGN,0.411,0.24810168848197867,0.4096795871924943
2024-02-09,2024-02,21323,NXPL,1.66,0.12162255654416088,-0.05298032106816897
2024-02-09,2024-02,24065,BGLC,0.4256,-0.03272690694873526,0.21265877494126628
2024-02-09,2024-02,17672,EAF,1.3,-0.007633874010362196,0.3233080647288029
2024-02-09,2024-02,15787,SYBX,1.77,-0.486957,-0.4463772072357981
2024-02-09,2024-02,22553,RBT,1.15,-0.16058469857008306,-0.44531420117282927
2024-02-09,2024-02,18561,NGM,1.52,0.05555574536592678,-0.006535484246635748
2024-02-09,2024-02,19920,BURU,0.1564,0.06394462275816837,-0.09517751978125455
2024-02-09,2024-02,21930,EZFL,1.35,-0.021739192978744937,0.15962133935921785
2024-02-09,2024-02,21322,NMTC,1.45,0.03571469471010791,-0.0320012522550559
2024-02-09,2024-02,22797,SKYX,1.54,0.062068066951372236,-0.14000104500897848
2024-02-09,2024-02,17948,ALLK,1.34,0.030769416730643595,0.1653527378424895
2024-02-09,2024-02,23178,CNXA,0.3233,-0.10144593735322305,-0.24950241204271983
2024-02-09,2024-02,18539,HYLN,1.12,0.06666559534909755,0.7333335604729352
2024-02-09,2024-02,92091,BLIN,0.8225,0.060060157494973954,0.3797475736702769
2024-02-09,2024-02,20945,GETR,0.2599,-0.008015903646646283,-0.03426346467366581
2024-02-09,2024-02,85744,RMTI,1.3,-5.683078521112606e-07,0.06818052024006782
2024-02-09,2024-02,14435,NVFY,1.95,-0.025000128421120094,-0.2214933172566148
2024-02-09,2024-02,84184,AXDX,1.2,0.09090948448970293,-0.2593221985802169
2024-02-09,2024-02,93016,CPHI,0.0944,0.03736264197955097,-0.2065219737042392
2024-02-09,2024-02,20990,CSLR,1.34,-0.049644972369175755,-0.19083908793442095
2024-02-09,2024-02,80534,SYPR,1.99,-0.024510836105034906,-0.12745204814938416
2024-02-09,2024-02,15662,STAF,0.285,-0.10798184814296974,0.06903117607827203
2024-02-09,2024-02,18419,PHGE,0.225,0.022726790138588582,-0.12427026936163033
2024-02-09,2024-02,21886,WKSP,1.46,0.08148054315175957,-0.11940363396636655
2024-02-09,2024-02,19847,TSHA,1.68,0.11258262039057487,0.2565784742327213
2024-02-09,2024-02,13159,FBIO,1.87,0.01081093021344337,-0.02941220164170899
2024-02-09,2024-02,21263,OMIC,0.56,1.1698102382329267e-06,0.12871347767249208
2024-02-09,2024-02,20996,CTV,1.55,0.026489338920783867,0.23684145054356986
2024-02-09,2024-02,77624,INTZ,0.2178,-0.002747498952801797,-0.1930729841486556
2024-02-09,2024-02,90223,STRR,0.97,-0.020201819631273432,-0.03071162706492192
2024-02-09,2024-02,15433,PIRS,0.165,-0.09340798548718621,-0.10708807955808408
2024-02-09,2024-02,17907,NKLA,0.72,-0.011125572820240959,-0.004149763731688072
2024-02-09,2024-02,22798,SMFL,1.02,-0.10132177283038535,-7.356326526819501e-07
2024-02-09,2024-02,23673,MGOL,0.3706,-0.11761871246104427,-0.14345694461780234
2024-02-09,2024-02,20312,ONDS,1.42,0.03649620433861411,-0.07299351929077769
2024-02-09,2024-02,37381,FORD,0.758,0.07380649461730182,-0.10144762802187479
2024-02-09,2024-02,22538,CING,1.2,-0.0977448213439227,-0.5997034451962715
2024-02-09,2024-02,13812,MRIN,0.3987,-0.015555534491275336,-0.16249290983021658
2024-02-09,2024-02,18457,MVST,1.01,0.1189898654924364,-0.08283698118854721
2024-02-09,2024-02,22258,XLO,0.63,-0.044006036069102694,0.0907693299644261
2024-02-09,2024-02,17901,LTRY,1.96,0.004664999999999919,-0.10091770741954487
2024-02-09,2024-02,14615,IMUX,1.22,-5.243415616140723e-07,0.23109038955897
2024-02-09,2024-02,15775,ACRS,1.23,0.01652824573202394,0.025862762188746613
2024-02-09,2024-02,20884,SCLX,1.64,0.02500054193298018,0.06707390342161168
2024-02-09,2024-02,12928,AREN,1.19,-0.09848505416903408,0.06075408317255704
2024-02-09,2024-02,17871,AVRO,1.32,0.031249989921862786,0.03968360496430101
2024-02-09,2024-02,21923,PET,1.98,-0.01000026924773767,-0.00027507388498448915
2024-02-09,2024-02,19682,PMVP,1.68,-0.05617934716376416,0.05113801131199858
2024-02-09,2024-02,20895,TSP,0.25,-0.16915963336399997,0.08506973818521302
2024-02-09,2024-02,19893,FUBO,1.96,-0.21912409142800005,-0.3104097624189204
2024-02-09,2024-02,21876,TYGO,1.35,-0.014597592636429124,-0.23851522895506994
2024-02-09,2024-02,17885,GRNQ,1.05,-0.11332653934291526,0.33057517257369384
2024-02-09,2024-02,18461,SNAX,1.56,0.03999968384945274,-0.11552707726827194
2024-02-09,2024-02,23113,STI,1.0,-0.5238097978653238,-0.7617620104182641
2024-02-09,2024-02,17889,KZR,0.9531,0.008251348383379709,0.06114350527875945
2024-02-09,2024-02,90682,DYAI,1.38,-0.02816981314167577,0.03846157868362843
2024-02-09,2024-02,22540,TRUG,1.6,-0.024390061591369694,-0.555743599073278
2024-02-09,2024-02,19850,KRON,1.06,-0.01851855238153377,-0.07964648444659783
2024-02-09,2024-02,22266,EXFY,1.75,0.04790420901703718,0.14197603527756653
2024-02-09,2024-02,20927,FOA,0.83,0.03737116100464766,0.02892596503053202
2024-02-09,2024-02,15431,MCRB,1.12,0.018182200302377494,0.00884972704566045
2024-02-09,2024-02,86080,PLX,1.47,0.013792858455659474,0.12413717505946198
2024-02-09,2024-02,18458,DTIL,0.384,0.037276712488861774,-0.010889689276769698
2024-02-09,2024-02,21273,AISP,1.41,-0.059999344793716824,0.013243033452992714
2024-02-09,2024-02,14720,UAVS,1.32,-0.020771789686881093,-0.05425242936082453
2024-02-09,2024-02,22343,SWAG,1.51,-0.003300438400937855,-0.01960705835352816
2024-02-09,2024-02,23375,KNW,0.493,-0.027998135995460638,0.6143666491269812
2024-02-09,2024-02,24094,MIRA,1.17,0.2580651176883768,0.06914959941810683
2024-02-09,2024-02,24507,SGN,0.738,0.026425884664712296,-0.034584106250506785
2024-02-09,2024-02,21044,PIII,1.1,-0.06779708381277338,-0.14049704401773588
2024-02-09,2024-02,14051,NHWK,0.4135,0.08959200000000012,0.09973392276311999
2024-02-09,2024-02,16883,CSSE,0.1873,-0.020858760849933544,-0.0860057598577203
2024-02-09,2024-02,74908,SSY,0.9,-0.00011101231963228653,-0.13661330700399676
2024-02-09,2024-02,16393,RSLS,0.1877,-0.07627968509754757,-0.19550577795535373
2024-02-09,2024-02,23271,HPCO,0.31,-0.08796701119857708,-0.25247678164998866
2024-02-09,2024-02,23236,NEOV,1.62,0.006148668240736788,-0.17105322582028326
2024-02-09,2024-02,22295,CMPX,1.57,0.2868862761703397,0.369232655791889
2024-02-09,2024-02,21737,KLTR,1.58,-0.0538910637990323,-0.20833176112713903
2024-02-09,2024-02,19997,TOMZ,0.83,0.0935434445980512,0.06837759054937553
2024-02-09,2024-02,16887,EAST,1.11,0.03738293609967647,-0.004505786154537783
2024-02-09,2024-02,19352,NVVE,1.1,-0.12000117206834726,-0.2820979496917445
2024-02-09,2024-02,14934,LGMK,1.0,-0.009998932545594363,-0.019231805916982703
2024-02-09,2024-02,20614,NVOS,0.73,-0.06410065402680842,-0.15167398201915905
2024-02-09,2024-02,14523,XXII,0.153,-0.14381612880086025,-0.2042091030508022
2024-02-09,2024-02,91269,CBAT,0.9631,-0.021239826242458237,-0.0476181664283335
2024-02-09,2024-02,24478,GPAK,0.2551,0.20500686114145106,0.34732489345692996
2024-02-09,2024-02,22771,COSM,0.78,-0.2744184579502721,-0.2716172671777741
2024-02-09,2024-02,15132,OCGN,0.538,0.019325182067756908,0.7465967367925532
2024-02-09,2024-02,21735,INAB,1.21,-0.07633651983174083,-0.14615595622817878
2024-02-09,2024-02,79066,GBR,1.065,0.04411786458773137,0.02999980624372811
2024-02-09,2024-02,23426,SILO,1.52,0.006622217349696147,0.02580574607934949
2024-02-09,2024-02,19965,GLTO,0.6201,-0.002172199919811102,0.1766076866908164
2024-02-09,2024-02,93302,CREG,1.25,-0.11347407902527806,0.19444532703828576
2024-02-09,2024-02,16903,MBIO,1.34,-0.03597128397090332,-0.06249890258092805
2024-02-09,2024-02,22213,LUCD,1.3,-0.09722231413431748,-0.1276598945938231
2024-02-09,2024-02,16880,DMTK,1.25,0.016260191720074202,0.06666627132710401
2024-02-09,2024-02,20609,LGVN,0.5258,-0.0577066537876908,-0.009277442639481603
2024-02-09,2024-02,21832,KITT,0.321,-0.24113523717815288,-0.3580936569527329
2024-02-09,2024-02,11394,THMO,0.8085,0.5254712082429585,0.8179872422801024
2024-02-09,2024-02,19397,TOI,1.97,-0.08796244859800006,-0.17167604521429136
2024-02-09,2024-02,16820,CODX,1.19,0.017093836205161583,-0.09599984441461251
2024-02-09,2024-02,23849,TPET,0.1321,-0.42515262083115757,-0.4147385177655456
2024-02-09,2024-02,88626,DRRX,0.77,-0.09304902806708903,0.23137547857756435
2024-02-09,2024-02,21831,BTCY,0.81,-0.0934530773559692,0.16265426499648572
2024-02-09,2024-02,75672,WWR,0.524,0.033529511587387484,0.06781774845075228
2024-02-09,2024-02,20422,CRKN,0.1268,0.030894901430293498,-0.2450383898968702
2024-02-09,2024-02,16857,CTXR,0.658,0.051790658404868406,0.23719892636044215
2024-02-09,2024-02,16458,FPAY,1.31,-0.015038636052812082,-0.08646808289778396
2024-02-09,2024-02,19388,DNMR,0.9,0.30757018783467216,1.1003167066839619
2024-02-09,2024-02,19331,MPLN,1.11,0.07767000117289746,0.10890962226557743
2024-02-09,2024-02,23869,TRNR,0.6903,-0.027746209808390154,-0.36324374290508554
2024-02-09,2024-02,21754,QUBT,0.7494,-0.05139199568412878,0.023919784156058554
2024-02-09,2024-02,20097,MIMO,0.143,-0.15334531915191763,-0.3790367225574177
2024-02-09,2024-02,15127,CTSO,1.02,-2.7264879998156744e-07,-0.050494736621745306
2024-02-09,2024-02,16400,PHUN,0.3364,-0.016086820547018932,-0.45034414427836844
2024-02-09,2024-02,20607,CXAI,1.3,0.15044285745502428,0.3839271458613698
2024-02-09,2024-02,24469,ATPC,0.4244,-0.1783150368921227,-0.42861494304157766
2024-02-09,2024-02,22768,CEAD,0.57,0.09405080307593594,-0.05322319848545498
2024-02-09,2024-02,22667,KSCP,0.5341,-0.0631456887656614,-0.09775092788009765
2024-02-09,2024-02,20072,EVGO,1.96,-0.07547199999999998,-0.07547199999999998
2024-02-09,2024-02,19357,SLQT,1.43,0.26548576721131156,0.7477464370545936
2024-02-09,2024-02,19540,ALVR,0.7198,0.036429868405419175,0.02305640468356085
2024-02-09,2024-02,14133,NNVC,1.14,-3.833704376177138e-08,0.21621578485882176
2024-02-09,2024-02,14548,PFIE,1.46,-0.06410319982057133,-0.0389633688984512
2024-02-09,2024-02,68145,NEON,1.69,0.005952102384868985,-0.12280712791182191
2024-02-09,2024-02,20147,AEI,1.24,-0.023622326331426913,-0.1693549236279125
2024-02-09,2024-02,21705,CADL,1.43,0.10000065358188848,0.4307703882701348
2024-02-09,2024-02,22225,AWIN,0.1,0.13636274159005857,-0.005379180596890354
2024-02-09,2024-02,16987,VERO,1.24,-0.008000774346252681,-0.3200003535259993
2024-02-09,2024-02,19197,CURI,0.5001,-0.0652341474917858,-0.08009266975322427
2024-02-09,2024-02,16310,SISI,0.135,-0.1346151396690516,-0.5563294541241571
2024-02-09,2024-02,91201,IGC,0.305,0.08928604690587827,0.18827525244965893
2024-02-09,2024-02,24172,SGD,0.8251,-0.16504808129006665,-0.11956581100797903
2024-02-09,2024-02,23998,BOF,1.3773,0.11522156902950909,-0.01621555452229817
2024-02-09,2024-02,89790,TELL,0.6478,0.5347073136281035,0.5846322254233387
2024-02-09,2024-02,20637,UGRO,1.84,-0.021276526242274163,0.108434122096144
2024-02-09,2024-02,15177,SLRX,0.569,0.044036543378237925,0.22040151391495066
2024-02-09,2024-02,81124,MSN,0.5548,-0.003949317931083662,-0.04444279308541199
2024-02-09,2024-02,14551,PULM,1.75,-0.0168537911857235,0.1159515604884862
2024-02-09,2024-02,12049,GORO,0.255,0.04508231306508903,0.06026921920944339
2024-02-09,2024-02,21692,FREY,1.84,0.4045801691127695,0.14073854043723144
2024-02-09,2024-02,16992,OPTN,1.34,0.10743709600684892,0.4126948786023885
2024-02-09,2024-02,24486,MSS,1.56,0.6648870065493235,0.7089216036910859
2024-02-09,2024-02,19146,MNTS,0.9386,-0.08873750265892788,-0.2592136227384192
2024-02-09,2024-02,14093,BYU,1.36,0.07086643761691169,-0.24508757193383746
2024-02-09,2024-02,17041,NAOV,1.2099,0.2735790331935575,0.053191789670306244
2024-02-09,2024-02,21971,ESLA,1.16,-0.056911031353629404,-0.08928687532369384
2024-02-09,2024-02,76963,ERNA,1.6557,0.012660173560234078,-0.06587030685854245
2024-02-09,2024-02,22660,IDAI,1.43,0.007042368555606915,-0.2499990430684751
2024-02-09,2024-02,22312,IOBT,1.63,-0.1068500953163799,-0.08046095386096475
2024-02-09,2024-02,22662,ZCAR,1.94,-0.09959780855980982,-0.3595082712919997
2024-02-09,2024-02,20150,INVO,0.92,-0.042664156266651765,0.1500001173738028
2024-02-09,2024-02,23397,NXU,0.957,-0.09716957617372801,-0.14978771907370703
2024-02-09,2024-02,23266,TGL,0.0891,0.030070008887818966,-0.2808071326615078
2024-02-09,2024-02,16927,FUV,0.614,-0.06969738020150618,-0.1863897597372981
2024-02-09,2024-02,19251,PASG,0.9975,-0.022058951292045825,0.7448941154345903
2024-02-09,2024-02,91421,XPL,0.536,-0.0074076868850466715,0.005312838292655053
2024-02-09,2024-02,14107,TNXP,0.33,7.042669267764978e-07,0.1818758055409706
2024-02-09,2024-02,12017,XWEL,1.507,-0.027804901349756772,0.288590410864497
2024-02-09,2024-02,16964,SPCE,1.79,0.028734942742924874,-0.022471039148783012
2024-02-09,2024-02,81741,SCKT,1.08,-3.8532978396954576e-07,-0.06250037509556816
2024-02-09,2024-02,20623,RELI,0.4899,0.08866664943042912,0.031040258400035547
2024-02-09,2024-02,19233,SDOT,0.3555,-0.039189353409374905,0.07361894000176661
2024-02-09,2024-02,16376,WORX,1.1989,-0.02536464427899665,0.2178211233024525
2024-02-09,2024-02,92130,TOVX,0.525,0.02941008941304135,-0.07000224526553978
2024-02-09,2024-02,21721,HCWB,1.18,0.01724088846793581,0.27826206335342496
2024-02-09,2024-02,19224,AEVA,1.07,0.2298847183266306,0.1854456520827128
2024-02-09,2024-02,14274,TCS,1.34,-0.21176502126037378,-0.1533764092521509
2024-02-09,2024-02,14550,SCTL,0.4999,0.2598297968473531,2.234587184977614
2024-02-09,2024-02,23101,ASNS,1.19,0.034782936234964756,-0.035398641537971565
2024-02-09,2024-02,89756,MARK,0.485,-0.18760492643512394,-0.34728752149085595
2024-02-09,2024-02,24079,SXTP,0.289,0.003821073911002726,-0.036018295390541355
2024-02-09,2024-02,19549,NUKK,0.9657,0.17410347440768548,0.04111405835751247
2024-02-09,2024-02,20630,SNSE,0.848,0.04691417524974861,0.0365870520779179
2024-02-09,2024-02,24484,LRHC,1.6877,0.07496811824360927,-0.4325159926339973
2024-02-09,2024-02,82621,MLSS,0.64,0.06188812889088968,0.23182145743241556
2024-02-09,2024-02,22952,MGLD,1.0,-0.009901488851878026,0.06403930674000713
2024-02-09,2024-02,16975,AGAE,1.22,-0.039370664539206235,-0.1946615743232072
2024-02-09,2024-02,21835,DFLI,0.4961,0.1163373161113781,0.3957472743603718
2024-02-09,2024-02,82281,SMSI,0.772,-0.09949892181008324,-0.5628012221654473
2024-02-09,2024-02,20145,SHCR,1.03,-0.11965836493651938,-0.16814191549518753
2024-02-09,2024-02,22179,ALPP,0.545,-0.04386049534609027,0.4821416977126587
2024-02-09,2024-02,20552,BHIL,0.2,0.16822303422009766,0.4372794824542767
2024-02-09,2024-02,81869,GVP,1.52,0.05555478361678601,0.19320068909611599
2024-02-09,2024-02,23008,ACON,1.85,-0.08415827352754379,-0.8028216948370933
2024-02-09,2024-02,76869,AEY,0.6,0.3354115075784563,-0.8054050586666971
2024-02-09,2024-02,24072,JNVR,1.24,-0.0606065296135988,-0.055119317595179074
2024-02-09,2024-02,16681,FBRX,0.63,0.07142980317146752,0.11915962618826037
2024-02-09,2024-02,20437,LEXX,1.9,0.09195503787697712,0.27516834425854597
2024-02-09,2024-02,16532,SNES,1.06,0.1780399648585138,0.14586140449157314
2024-02-09,2024-02,14137,REI,1.3,-1.2144947205694478e-06,0.028777042011151943
2024-02-09,2024-02,82156,WINT,0.36,-0.09999926742956766,-0.14346791791516955
2024-02-09,2024-02,23235,NCPL,0.14,-0.17695402982780284,-0.18078925132949442
2024-02-09,2024-02,21780,UNCY,1.11,0.19002492001708227,0.45263183313809785
2024-02-09,2024-02,20134,ME,0.6221,-0.10321528475406938,-0.22035495150357964
2024-02-09,2024-02,91379,HUSA,1.44,-0.07096663289539173,-0.14838599903404526
2024-02-09,2024-02,19494,VRME,1.11,0.027778794649118366,0.1121504622727898
2024-02-09,2024-02,89029,PRSO,1.8401,-0.396688605676613,-0.48196650512846895
2024-02-09,2024-02,88937,MICS,0.7,0.06060616807959529,0.39800315963804
2024-02-09,2024-02,22290,BSFC,0.1289,-0.023483256615382198,-0.19473665316477085
2024-02-09,2024-02,22767,ONCO,0.1668,-0.04027636917649924,-0.1051831314678151
2024-02-09,2024-02,21828,ABVC,1.32,-0.12000072743916534,-0.20394718152627045
2024-02-09,2024-02,19456,CLOV,1.02,0.025022946864762252,-0.09841221918520593
2024-02-09,2024-02,14937,ELDN,1.79,0.03468310851615719,0.011236609768500827
2024-02-09,2024-02,14991,ATRA,0.82,-0.32786910244955725,0.24759370316361728
2024-02-09,2024-02,19476,GBIO,1.92,0.0434780749765582,-0.10772746785529808
2024-02-09,2024-02,22217,MRAI,1.28,0.10344782951302212,0.17213197892341636
2024-02-09,2024-02,23415,LASE,1.0299,-0.04638975507928311,0.3679249147845358
2024-02-09,2024-02,19486,BIOR,0.855,-0.08994217350138811,0.3936159675462434
2024-02-09,2024-02,20135,PTPI,1.17,0.04464240261043062,0.4214881054726176
2024-02-09,2024-02,16613,MTNB,0.2099,-0.00047556551887151244,0.40050092997655495
2024-02-09,2024-02,14158,EVOK,0.745,0.06352631201946246,-0.026616516021333858
2024-02-09,2024-02,88994,RVP,1.22,0.016667198868624444,0.09322270088598472
2024-02-09,2024-02,20561,FRGE,1.77,-0.0781243453352859,-0.05373323921550566
2024-02-09,2024-02,24279,PODC,1.86,0.06285710307675241,0.12650659857541302
2024-02-09,2024-02,16625,AKTS,0.6828,0.1200790463368906,0.08421926797301005
2024-02-09,2024-02,22765,AREB,0.2397,-0.018829519937938244,0.5060206132304073
2024-02-09,2024-02,19483,NUZE,1.75,-0.016853575014031508,-0.19539060790101093
2024-02-09,2024-02,81761,OBLG,0.17,-0.039548078015918864,-0.18976599233414415
2024-02-09,2024-02,92252,PALI,0.44,-0.18306780906677889,-0.32944201686564145
2024-02-09,2024-02,23997,BENF,0.2995,-0.05431073477855963,-0.6110783095618977
2024-02-09,2024-02,76461,VERU,0.3798,-0.24039949166377605,0.24072179869121602
2024-02-09,2024-02,15016,SIEN,0.5952,-0.05927015715457529,-0.7323076824150652
2024-02-09,2024-02,10253,DSS,1.76,-0.005649631108030295,-0.00793568480086737
2024-02-09,2024-02,21782,VEEE,1.26,0.007999555024084781,-0.12213940099631682
2024-02-09,2024-02,16533,SNGX,0.679,0.030349327676119753,0.08805948698303045
2024-02-09,2024-02,23033,IVDA,0.63,0.1150430327896863,0.7543839408470556
2024-02-09,2024-02,15057,APDN,0.61,0.06234826759339085,0.006581949123521946
2024-02-09,2024-02,24288,SYRA,1.1109,-0.016902162345544425,-0.1250009381444358
2024-02-09,2024-02,16670,OTRK,0.18,-0.19427108025272777,-0.25420748338397825
2024-02-09,2024-02,14531,AKBA,1.64,-0.006060040272715228,-0.059524389472150885
2024-02-09,2024-02,23263,QBTS,1.09,0.12487062521264747,0.857619582640351
2024-02-09,2024-02,21786,VRAR,1.215,-0.012195123622887327,0.3391326762615061
2024-02-09,2024-02,16802,SGBX,0.317,-0.1571392091424958,-0.23380672238978084
2024-02-09,2024-02,10463,REFR,1.01,-0.02884606605523099,-0.03921572080386859
2024-02-09,2024-02,22992,HNRA,1.9898,-0.01980271704147296,-0.04433618772664627
2024-02-09,2024-02,16781,CKPT,1.99,-0.041275787083359994,-0.12451660517409635
2024-02-09,2024-02,14135,PED,0.737,0.06811519530197518,0.023348176759792727
2024-02-09,2024-02,22291,BTBD,1.965,-0.05072500000000002,-0.30937476880505155
2024-02-09,2024-02,22223,JTAI,0.7934,-0.0720470973414582,-0.009901294631294744
2024-02-09,2024-02,16788,ATNF,0.2014,-0.014676444524384102,-0.08878544288658385
2024-02-09,2024-02,19401,VINC,1.56,0.27868836549611364,0.3816786319555925
2024-02-09,2024-02,16793,NDRA,1.19,0.1666656297238298,0.06676820775717984
2024-02-09,2024-02,91277,QRTEA,0.8408,-0.010939857517842544,0.7409571205787542
2024-02-09,2024-02,88779,ICAD,1.39,0.007246416145025414,0.3259253280211083
2024-02-09,2024-02,16463,TOON,1.27,-0.023076870247423997,0.36065615955049934
2024-02-09,2024-02,20430,HYPR,1.09,0.018691861781337638,0.0747666480666116
2024-02-09,2024-02,92345,NBY,0.1534,-0.06004860077987495,-0.14860242500658372
2024-02-09,2024-02,21759,RLYB,1.77,0.351144827405635,0.2399986248564605
2024-02-09,2024-02,91672,MNOV,1.415,0.007117198185102369,-0.042553695258377267
2024-02-09,2024-02,15065,FGEN,1.91,-0.05679000000000001,-0.49561586075634223
2024-02-09,2024-02,78960,UAMY,0.2296,0.020444843674500612,-0.09544122719173742
2024-02-09,2024-02,22132,KORE,0.95,1.430597247331633e-07,0.29916670084720187
2024-02-09,2024-02,19533,BFLY,0.95,0.05532207363896591,0.32060999659248557
2024-02-09,2024-02,20580,VWE,0.461,-0.031512722338888355,-0.01333266492810703
2024-02-09,2024-02,24465,AIRE,1.34,0.06349238062351392,0.3281233712526095
2024-02-09,2024-02,82234,FGH,1.39,-0.06081121453470917,-0.09488998760950729
2024-02-09,2024-02,22670,CDIO,1.85,-0.11057701211346893,-0.22115333286961658
2024-02-09,2024-02,23233,MGAM,0.2545,-0.021153776514144296,-0.22900219580582604
2024-02-09,2024-02,10886,DXYN,0.61,0.016666806080936514,-0.11016603206852715
2024-02-09,2024-02,23269,PXMD,0.42,-0.12500023949602956,0.2209301678838187
