date,month,permno,ticker,prc,weekly_ret,monthly_ret
2024-01-05,2024-01,15215,VNRX,0.9541,0.33068444805710073,0.4783863865263953
2024-01-05,2024-01,86889,BFX,0.673,-0.12597369892981058,-0.2075326702433289
2024-01-05,2024-01,19025,MAPS,0.813,0.12869713735638455,0.12591974843284226
2024-01-05,2024-01,17672,EAF,1.99,-0.03864760482313956,-0.3762928425822578
2024-01-05,2024-01,57913,VXRT,0.5734,0.0010475394525149007,1.0600582765595532
2024-01-05,2024-01,20665,AENT,1.03,0.1096742962600381,0.45442720300512773
2024-01-05,2024-01,21323,NXPL,1.6842,0.020727511861784453,-0.0848491743462283
2024-01-05,2024-01,22797,SKYX,1.75,0.09374949562031332,-0.06250045983544683
2024-01-05,2024-01,18963,XGN,1.91,-0.04020105641196947,-0.08669494827581337
2024-01-05,2024-01,83462,TUP,1.97,-0.034314145547092,-0.1791678106348813
2024-01-05,2024-01,14051,NHWK,0.4497,0.021349240803578695,-0.14603751889842076
2024-01-05,2024-01,21322,NMTC,1.54,-0.02531773355692213,-0.20886149742409
2024-01-05,2024-01,21875,RNXT,1.73,-0.24454196381082616,-0.34497806873929837
2024-01-05,2024-01,20644,VRPX,0.3296,0.02967538398908043,0.030925828647323295
2024-01-05,2024-01,23263,QBTS,0.8213,-0.06681132337445761,-0.03954226918861414
2024-01-05,2024-01,60599,LUMN,1.7,-0.07103733606320295,-0.3333315950145985
2024-01-05,2024-01,15198,NVTA,0.5156,-0.1774089727455188,-0.37779295395573775
2024-01-05,2024-01,23795,MGRX,0.26,-0.061033085289015965,0.3037182414950008
2024-01-05,2024-01,22321,LVLU,1.97,0.059139772513235433,0.0031271656438729423
2024-01-05,2024-01,82848,TTNP,0.4247,0.02957632330581217,0.066666810352904
2024-01-05,2024-01,87043,QMCO,0.319,-0.08595925856762088,0.10343777699317624
2024-01-05,2024-01,17358,FIXX,0.62,0.019737030977275527,0.10197429638250721
2024-01-05,2024-01,83149,LPTH,1.23,-0.023809996211267337,0.08730164296693066
2024-01-05,2024-01,21351,LYEL,1.99,-0.056872000000000034,-0.2192245086885073
2024-01-05,2024-01,20640,GRI,0.3265,-0.15184155100422025,-0.43986779870418236
2024-01-05,2024-01,17360,GNPX,0.237,0.030434689840127982,-0.1739125998979092
2024-01-05,2024-01,14072,PGEN,1.29,-0.0373131850902052,0.029852558165186505
2024-01-05,2024-01,19129,MDIA,0.5853,0.36274754190665814,0.2922015392805932
2024-01-05,2024-01,86990,GEG,1.88,-0.030927911563120136,-0.02061941397157485
2024-01-05,2024-01,19114,BKSY,1.28,-0.0857140956812642,-0.09285759112426306
2024-01-05,2024-01,19072,GRTX,0.1499,0.03094922180509485,0.23108725932577356
2024-01-05,2024-01,12789,AMPE,1.78,-0.14423044976705635,-0.20155471684868398
2024-01-05,2024-01,23272,SHPH,0.5765,0.26703145742743595,-0.14219867670380637
2024-01-05,2024-01,83303,SGRP,0.98,-0.029703296831679937,0.019799743262863823
2024-01-05,2024-01,15914,WKHS,0.3512,-0.024443720514941925,-0.2638886417464279
2024-01-05,2024-01,22323,CATX,0.62,0.5422873710449978,1.0146785178056268
2024-01-05,2024-01,21335,SVFD,1.8997,-0.050149926938615086,-0.24380942210731082
2024-01-05,2024-01,21950,OMQS,0.5203,-0.2000305814230423,-0.15590073411361172
2024-01-05,2024-01,15902,LMFA,0.6394,0.03714618387320656,-0.1419294449215741
2024-01-05,2024-01,17369,BFI,0.7997,-0.07000733181289154,-0.2964296596341013
2024-01-05,2024-01,93069,FTFT,1.42,-0.22404346475574488,-0.426228998944974
2024-01-05,2024-01,93177,ITP,0.2901,-0.06389206179661511,-0.22555656950570757
2024-01-05,2024-01,20614,NVOS,0.7742,-0.05700388107120791,-0.09415463009396685
2024-01-05,2024-01,90031,ONCT,0.3426,-0.36105942768824884,-0.36105942768824884
2024-01-05,2024-01,16104,OTLK,0.3829,-0.028171792979434618,-0.020306600024833532
2024-01-05,2024-01,87759,WULF,1.93,-0.118722,-0.30578538876174743
2024-01-05,2024-01,19476,GBIO,1.94,0.17575813577519783,0.09191946080955127
2024-01-05,2024-01,23008,ACON,0.209,0.04499956440500008,-0.08928810461886438
2024-01-05,2024-01,20572,AUUD,0.2515,0.006000012128501764,-0.19999988952267223
2024-01-05,2024-01,93274,CNET,0.84,0.012047247095017255,0.10473122515358524
2024-01-05,2024-01,93237,TENX,0.2599,-0.053532000000000024,-0.053532000000000024
2024-01-05,2024-01,22638,CISO,0.1264,0.24409409870354604,-0.0521654121132743
2024-01-05,2024-01,17263,EYEN,1.87,-0.1009617639215683,-0.18187523395099148
2024-01-05,2024-01,82156,WINT,0.625,-0.13073726675715214,-0.41543806332970235
2024-01-05,2024-01,12497,ASMB,0.808,-0.014754560240452741,0.1463215819855257
2024-01-05,2024-01,14137,REI,1.49,0.020549098448909175,-0.04794441133646388
2024-01-05,2024-01,16099,MBRX,0.8403,-0.02108470064545842,-0.41286172033026214
2024-01-05,2024-01,91379,HUSA,1.75,-0.022346424631641937,-0.13407961424996684
2024-01-05,2024-01,12527,IBIO,1.29,-0.058393810721021566,-0.17518275793558424
2024-01-05,2024-01,23065,BGXX,0.2824,-0.14450116513326594,-0.3953344969070064
2024-01-05,2024-01,92252,PALI,0.53,-0.10169574680528015,0.01610137472444184
2024-01-05,2024-01,89925,DZSI,1.56,-0.20812208409668675,-0.20812356157246448
2024-01-05,2024-01,19456,CLOV,0.9482,-0.004096591338080158,0.006406161214549622
2024-01-05,2024-01,82163,DMK,0.681,-0.027560685880203217,-0.22890489653835977
2024-01-05,2024-01,22783,MODD,1.79,-0.1751146900229853,-0.3485713886410641
2024-01-05,2024-01,23269,PXMD,0.738,-0.025100331300225376,-0.3183615189837147
2024-01-05,2024-01,82215,ENVB,1.27,-0.02307658532902812,-0.4292316112988168
2024-01-05,2024-01,24072,JNVR,1.07,0.03883453212760801,0.2330079182011109
2024-01-05,2024-01,21540,FEMY,0.94,-0.03589808613097112,-0.23240991358588348
2024-01-05,2024-01,22179,ALPP,0.659,-0.10340043295639068,-0.23809199605485032
2024-01-05,2024-01,16108,RNAC,0.6234,-0.09573506291342626,0.04438548623367766
2024-01-05,2024-01,20437,LEXX,1.35,0.0800002755550715,0.1920016142348846
2024-01-05,2024-01,24114,IVP,0.2261,-0.34406778684341066,-0.4682335035761165
2024-01-05,2024-01,12488,LEDS,1.31,-0.057554843159195235,-0.07194169662427707
2024-01-05,2024-01,14991,ATRA,0.443,-0.13611567763927046,0.21606928220581945
2024-01-05,2024-01,20552,BHIL,0.1543,-0.11219708607496115,-0.00920546134650968
2024-01-05,2024-01,16146,APVO,0.177,-0.02209897710658293,-0.10165739472795154
2024-01-05,2024-01,17178,CURO,0.799,-0.0012498854130240655,0.10024929518995007
2024-01-05,2024-01,19494,VRME,1.08,-0.035714583504605546,-0.04464232723428663
2024-01-05,2024-01,19486,BIOR,1.35,-9.409241240598831e-07,-0.3037048099263999
2024-01-05,2024-01,23380,LPTV,0.75,-0.25000020863072936,-0.2999003854506782
2024-01-05,2024-01,14158,EVOK,1.0,-0.047890832549171924,-0.3525647004014576
2024-01-05,2024-01,21551,UPXI,1.23,0.060344093023301015,0.05172243572626667
2024-01-05,2024-01,21841,DRMA,0.68,0.11475427398437343,-0.1959030508688654
2024-01-05,2024-01,23869,TRNR,0.75,-0.12790705447944462,-0.13953510810182834
2024-01-05,2024-01,22290,BSFC,0.1399,-0.028472151337444407,-0.07638745605434916
2024-01-05,2024-01,22781,ZVSA,0.88,-0.022221674056494556,-0.3665561315646373
2024-01-05,2024-01,15016,SIEN,0.65,0.06557402505274701,0.06557355098306217
2024-01-05,2024-01,76461,VERU,0.586,-0.18611181715362646,-0.32263969305755036
2024-01-05,2024-01,75985,HALL,0.82,-0.18456620030787274,-0.18456620030787274
2024-01-05,2024-01,20566,AMPG,1.98,0.05319099827200002,0.03723406052009626
2024-01-05,2024-01,23256,FRZA,0.471,-0.11970883124896181,0.03228597422961932
2024-01-05,2024-01,15057,APDN,0.62045,0.00591638076242984,-0.06371442682501938
2024-01-05,2024-01,21546,GROM,1.17,0.035399043933633134,-0.31424682151901995
2024-01-05,2024-01,81869,GVP,1.93,-0.05853699999999995,-0.3365848222788431
2024-01-05,2024-01,23783,CETY,1.49,-0.006666879999999931,-0.4266664720719441
2024-01-05,2024-01,87753,USIO,1.73,0.005814383899977571,-0.029069294997269512
2024-01-05,2024-01,22634,BRFH,1.44,-0.09433952240596966,-0.20125714916688053
2024-01-05,2024-01,19397,TOI,1.99,-0.08294899999999994,-0.1759060131575627
2024-01-05,2024-01,23849,TPET,0.3099,1.23350003322642e-07,-0.4701511665790331
2024-01-05,2024-01,22295,CMPX,1.63,0.04487173016239976,-0.16666907767473582
2024-01-05,2024-01,87583,AGEN,0.7786,-0.059547407251510975,-0.19410428895786735
2024-01-05,2024-01,75672,WWR,0.5602,-0.00831842545970718,-0.1308188129879495
2024-01-05,2024-01,20607,CXAI,1.21,-0.06201605407744015,-0.1317847075545302
2024-01-05,2024-01,15127,CTSO,0.92,-0.17117142162841859,-0.09008969971325775
2024-01-05,2024-01,22627,APCX,1.77,-0.15714294883119995,-0.2904755430526834
2024-01-05,2024-01,17323,LVO,1.29,-0.07194203677699185,0.02877731313815457
2024-01-05,2024-01,14133,NNVC,1.12,0.09803996394991543,0.08823776967306252
2024-01-05,2024-01,21532,ONMD,0.7536,-0.06962881904572316,1.3333348015620055
2024-01-05,2024-01,24514,ELAB,1.661,-0.09145587870787242,-0.62203274979201
2024-01-05,2024-01,12577,LAB,1.87,-0.08333367286400006,-0.1456312331224897
2024-01-05,2024-01,19388,DNMR,0.9425,-0.07598069921749184,-0.37451087503148717
2024-01-05,2024-01,82567,OPK,0.8886,-0.4115232177666174,-0.32450334904531
2024-01-05,2024-01,20609,LGVN,1.29,-0.05147082915659851,-0.6036766250591101
2024-01-05,2024-01,23193,PEV,1.43,0.3680288311299291,0.27236104323983734
2024-01-05,2024-01,17324,NXTP,1.89,-0.2849692140793474,-0.5524759031215123
2024-01-05,2024-01,19357,SLQT,1.21,-0.11678880549351,-0.18978048070335396
2024-01-05,2024-01,23271,HPCO,0.3585,0.05970984170342586,-0.015370816752500183
2024-01-05,2024-01,74908,SSY,0.9484,0.01978586515929326,-0.01612843837413891
2024-01-05,2024-01,15995,SENS,0.5315,-0.06770746815168971,-0.013856487173354526
2024-01-05,2024-01,17325,MOTS,1.25,-0.01960794870262883,-0.4431369519529319
2024-01-05,2024-01,16007,CDXC,1.46,0.020978897177984956,0.020976843836081116
2024-01-05,2024-01,15062,VANI,1.05,0.02941193957912014,-0.009804789418327964
2024-01-05,2024-01,22132,KORE,1.15,0.17322959605496946,-0.14405295746598246
2024-01-05,2024-01,21844,FCUV,1.48,0.013698715798999839,0.041096781157427875
2024-01-05,2024-01,23509,ASPI,1.75,-0.02234572581054528,0.08380091927784239
2024-01-05,2024-01,20576,SABS,0.6488,-0.05629003754439399,-0.05629003754439399
2024-01-05,2024-01,21539,ELEV,0.8746,0.6286770877475516,2.668527002435607
2024-01-05,2024-01,20578,BOLT,1.19,0.06250023680354855,-0.09821563243278109
2024-01-05,2024-01,23513,SNAL,1.2084,-0.001322626002158045,-0.2727278892205591
2024-01-05,2024-01,19416,EOSE,0.9408,-0.13688010474939427,0.018350663110012766
2024-01-05,2024-01,12573,ACRX,0.775,0.05442252328061148,0.17006879141434195
2024-01-05,2024-01,19408,VRM,0.512,-0.15020691237047035,-0.5910361577113925
2024-01-05,2024-01,75714,CLRO,0.995,-0.07989684951422715,-0.05677860209042429
2024-01-05,2024-01,14135,PED,0.8097,0.051420528217492434,-0.11570048887979412
2024-01-05,2024-01,92345,NBY,0.1802,-0.11666687021596067,-0.1588250062919805
2024-01-05,2024-01,16090,CLSD,1.34,0.14529890496578957,0.0683756095568353
2024-01-05,2024-01,21538,TBIO,0.361,-0.09523824164946604,-0.17042733999594983
2024-01-05,2024-01,15065,FGEN,0.75,-0.15378528623617982,1.1663086202841622
2024-01-05,2024-01,17269,NMRD,0.1053,-0.5191778722598374,-0.5191778722598374
2024-01-05,2024-01,17272,ACET,1.76,-0.12437799999999999,-0.12437799999999999
2024-01-05,2024-01,19401,VINC,1.18,5.336378623432836e-07,0.11016839633156006
2024-01-05,2024-01,20580,VWE,0.4801,-0.04419562191005888,-0.044394780597335926
2024-01-05,2024-01,21534,AKLI,0.4572,-0.061383861241540716,-0.4845000319060493
2024-01-05,2024-01,87589,BBGI,0.9199,0.0477231460181029,0.013665578753001784
2024-01-05,2024-01,82234,FGH,1.39,-0.05442216504267272,-0.0680261919714008
2024-01-05,2024-01,82281,SMSI,0.8197,-0.007627101608147502,0.054479762642406726
2024-01-05,2024-01,22380,CLDI,1.46,-0.03311285875962089,-0.47019878853776065
2024-01-05,2024-01,91277,QRTEA,0.8421,-0.03814929489947971,-0.07492827075323716
2024-01-05,2024-01,23731,NFTG,0.33869,-0.0038633929998879157,-0.2644112907567473
2024-01-05,2024-01,86444,INO,0.72,0.41176531943152384,0.13235330743331186
2024-01-05,2024-01,92468,PLUR,0.613,0.057809034765129,0.14409116831352375
2024-01-05,2024-01,20895,TSP,0.75,-0.14559197919899902,-0.7375259535410372
2024-01-05,2024-01,93012,PLAG,0.475,-0.02882775474257737,-0.18421706227654466
2024-01-05,2024-01,18089,VTAK,0.4,-0.010625602726612504,0.18725173046276744
2024-01-05,2024-01,13369,CLIR,1.11,-5.892051049283253e-07,-0.1081078599940779
2024-01-05,2024-01,22343,SWAG,1.63,0.1013503190233016,0.03378244010178233
2024-01-05,2024-01,15431,MCRB,1.4,4.0000000001150227e-07,-0.19285678370711434
2024-01-05,2024-01,20927,FOA,0.9478,-0.1383641727237046,-0.236275196215471
2024-01-05,2024-01,18458,DTIL,0.3722,0.01972676316726374,0.031506368280535435
2024-01-05,2024-01,15636,CNFR,1.36,0.23647621261999996,0.17283582898200867
2024-01-05,2024-01,20945,GETR,0.2017,-0.14170141370845102,0.06808739468354053
2024-01-05,2024-01,90608,INUV,0.4481,0.05435173297721496,-0.03153050629585619
2024-01-05,2024-01,18457,MVST,1.29,-0.07857031350472943,-0.32999825392617044
2024-01-05,2024-01,21923,PET,1.7,-0.02934796710901666,0.05832283249483039
2024-01-05,2024-01,20990,CSLR,1.47,-0.0841123008044744,-0.18380139028592601
2024-01-05,2024-01,18102,BNGO,1.66,-0.17000014653414997,-0.41000152714527327
2024-01-05,2024-01,90682,DYAI,1.535,-0.04658378270609531,-0.19254716128524352
2024-01-05,2024-01,21053,BBAI,1.94,-0.030000038542840057,-0.24099988409598117
2024-01-05,2024-01,20996,CTV,1.54,0.026667103397686853,0.013334424246729482
2024-01-05,2024-01,24093,HRYU,0.94,0.16049311521827292,-0.33827101125745684
2024-01-05,2024-01,13828,IPDN,1.88,-0.07389150444821091,-0.06064033150004444
2024-01-05,2024-01,18419,PHGE,0.273,-0.0250000009468474,-0.14357127831724603
2024-01-05,2024-01,84302,AULT,0.0825,-0.11764697871273677,-0.7871665000184354
2024-01-05,2024-01,85377,WAVD,1.7257,0.02112433183261553,-0.041418121232074334
2024-01-05,2024-01,23715,ASST,0.4738,-0.258529703653294,-0.28169150107399454
2024-01-05,2024-01,15433,PIRS,0.1762,-0.03186890205215476,0.015930217721751294
2024-01-05,2024-01,23627,OSA,0.7666,-0.21791408049277716,-0.21852625286738503
2024-01-05,2024-01,18539,HYLN,0.8227,0.011060182490301385,0.29040149642570645
2024-01-05,2024-01,18561,NGM,1.34,0.5599523517103129,0.7811406822270892
2024-01-05,2024-01,21089,RAIN,1.2,2.7217601838991357e-07,0.008333475700978976
2024-01-05,2024-01,18051,MESA,0.96,-0.049505036989838214,-0.09762457540476366
2024-01-05,2024-01,15396,BW,1.26,-0.13698717240812686,-0.09589115673359139
2024-01-05,2024-01,18559,HOOK,0.7451,-0.08012403544225455,-0.23320990630261185
2024-01-05,2024-01,83844,AWRE,1.58,-0.048192862715045526,-0.06626514968248887
2024-01-05,2024-01,15639,PRPL,0.918,-0.10873913323171869,-0.009709695590046419
2024-01-05,2024-01,13870,CMRX,0.9381,-0.02535045729248775,-0.027116970480973945
2024-01-05,2024-01,21930,EZFL,1.6449,0.012620875249103714,-0.028501996851525324
2024-01-05,2024-01,21085,MVLA,0.6205,0.025618725898615358,-0.41652885293307973
2024-01-05,2024-01,18558,GOEV,0.2382,-0.07387222970505614,-0.20606443786765727
2024-01-05,2024-01,21076,ADTH,1.85,0.2758621626943394,0.20507539113391182
2024-01-05,2024-01,29744,GTBP,0.2547,-0.001176430403100226,-0.22353166164167826
2024-01-05,2024-01,46834,JOB,0.482,-0.03638499436780285,-0.0643726241401621
2024-01-05,2024-01,31051,DYNT,0.5875,0.0042720452674216425,-0.1367509704054406
2024-01-05,2024-01,85539,CTHR,0.391,-0.04680659421317501,-0.048999611864941284
2024-01-05,2024-01,18061,VCNX,0.719,0.08152873112455938,-0.059115937856815015
2024-01-05,2024-01,46340,SFE,0.765,-0.0248561873567954,-0.14340340850551125
2024-01-05,2024-01,22897,FEAM,1.4,-0.0070922492677384374,0.0070911691311197345
2024-01-05,2024-01,18556,GNLN,0.4945,-0.045368274470887426,-0.05810696820877781
2024-01-05,2024-01,13324,GALT,1.7,0.024095088655817998,0.01807036418810637
2024-01-05,2024-01,23258,LUCY,0.4155,-0.01517087588225885,0.01919864566954388
2024-01-05,2024-01,20884,SCLX,1.98,-0.029411999999999994,-0.26307337020467936
2024-01-05,2024-01,22465,VINE,0.9,-0.010881013795945638,-0.12177157163181307
2024-01-05,2024-01,85540,YHGJ,1.87,-0.06965200000000005,-0.26367983740703616
2024-01-05,2024-01,23673,MGOL,0.45402,0.05585202505091713,-0.004649950469609587
2024-01-05,2024-01,18103,BSGM,0.405,-0.14736876489214512,-0.6461053282457092
2024-01-05,2024-01,13693,ATOS,0.93,0.05681728308384426,-0.02954696735214013
2024-01-05,2024-01,18217,AGE,0.4237,0.10051953437895444,0.06493627454629736
2024-01-05,2024-01,92688,SGLY,0.5725,0.060186364869830644,0.12037116328240294
2024-01-05,2024-01,22351,VAXX,0.7651,-0.09988241703554879,-0.16470475129348194
2024-01-05,2024-01,13455,SONN,1.5299,-0.12074814326368888,-0.16092188610610936
2024-01-05,2024-01,24092,CTNT,1.23,-0.05384625396038811,-0.04615617133746974
2024-01-05,2024-01,18253,ALBT,0.45,-0.06832313294002124,-0.07660393466373117
2024-01-05,2024-01,93004,CPIX,1.845,0.029748000000000108,-0.1995597089780512
2024-01-05,2024-01,18377,GOSS,0.85,-0.06849264533976196,-0.07945296904953003
2024-01-05,2024-01,84413,CERS,1.96,-0.03448300000000004,-0.21844824126447093
2024-01-05,2024-01,21028,FAZE,0.172,-0.04444375147247259,0.022222841913636326
2024-01-05,2024-01,23306,BIAF,1.5295,0.04012203503909162,0.06766110639369471
2024-01-05,2024-01,15510,KPRX,0.5449,0.04307035591299013,0.05742569838786249
2024-01-05,2024-01,18302,ADN,0.1972,-0.1149009168820806,-0.27737834788839577
2024-01-05,2024-01,21018,RMCO,1.81,0.06470634270799991,-0.3157452530663192
2024-01-05,2024-01,18306,DTSS,0.19,-0.19045477965832525,-0.4603038661937171
2024-01-05,2024-01,90679,JVA,0.97,0.0659343012291227,0.15384668942568824
2024-01-05,2024-01,18325,WTER,0.253,-0.03435173594079999,0.10648825307547627
2024-01-05,2024-01,21025,BETR,0.6716,-0.17746463319593442,-0.24678548657118693
2024-01-05,2024-01,33209,ENZ,1.36,-0.021582342816629185,-0.09352656813035065
2024-01-05,2024-01,13652,RGLS,1.32,0.03125092569199994,-0.007810121853504937
2024-01-05,2024-01,21019,COCH,1.79,-0.011377788811756662,-0.3593292645538826
2024-01-05,2024-01,15493,AQMS,0.6511,-0.143290293653364,-0.18210655064636172
2024-01-05,2024-01,18396,AREC,1.61,0.0805373927078199,-0.09395958162792561
2024-01-05,2024-01,23127,OCTO,0.5015,-0.024319079552557632,0.2083683369228959
2024-01-05,2024-01,21920,BTCS,1.87,0.14723914985899977,-0.17883212098323564
2024-01-05,2024-01,21044,PIII,1.29,-0.0851068739159837,-0.14184471334851556
2024-01-05,2024-01,22347,TIVC,1.7701,-0.016610008011659683,-0.28888958934315445
2024-01-05,2024-01,15436,QLGN,0.53,-0.03636460154190513,-0.044364687510114686
2024-01-05,2024-01,21051,FTCI,0.6248,-0.09815267855156617,-0.2761265503750332
2024-01-05,2024-01,31668,EDUC,1.2203,0.0519832938860294,0.3793112639471139
2024-01-05,2024-01,13812,MRIN,0.38,0.036833937142265905,0.06793847927149299
2024-01-05,2024-01,85293,ABIO,1.63,-0.041177559464943836,-0.06470713848566234
2024-01-05,2024-01,18116,GRTS,1.96,-0.06666700000000003,-0.06666700000000003
2024-01-05,2024-01,23669,CVKD,0.5923,-0.19948461088252178,1.459800418765096
2024-01-05,2024-01,37381,FORD,0.7101,-0.026459433871165006,-0.006718440787355506
2024-01-05,2024-01,13411,CRDF,1.57,0.0608105709001352,0.05405359505812579
2024-01-05,2024-01,21002,LLAP,1.14,-4.211408854981613e-08,-0.27394842615014103
2024-01-05,2024-01,18184,FSR,1.33,-0.23999975036757504,-0.5414850875471339
2024-01-05,2024-01,18413,SLE,1.6,0.05263096317275884,0.23026202353635727
2024-01-05,2024-01,18195,EQ,0.8202,0.13443972259472936,0.10511940662504782
2024-01-05,2024-01,13412,IDEX,1.86,-0.06532681318937295,-0.5573051715762902
2024-01-05,2024-01,23257,REBN,0.515,-0.09633265206808894,-0.3511150172399201
2024-01-05,2024-01,23120,SOBR,0.417,-0.07501927622925275,0.31981839720012095
2024-01-05,2024-01,15489,BNED,1.77,0.1879203362086057,-0.5456212306447181
2024-01-05,2024-01,18402,HOTH,1.36,-0.055555693430182296,-0.05555519470150272
2024-01-05,2024-01,15543,XELB,1.3938,0.08046499537652596,0.015503374229038913
2024-01-05,2024-01,21007,RGTI,1.01,0.025484214354765333,0.25901199094785876
2024-01-05,2024-01,90640,AYRO,1.87,0.06250043280040751,-0.022725737155786407
2024-01-05,2024-01,84321,PTIX,0.95,-0.04040410522699156,-0.04040253193884025
