date,ticker,permno,weekly_ret,weekly_mentions,benchmark_ret,abnormal_ret,group,mean_sentiment_value,mean_weekly_confidence,post_count
2024-01-12,KORE,22132,-0.1650431201921989,0,-0.002416313352796684,-0.16262680683940223,bottom25,0.946811854839325,0.946811854839325,1
2024-01-12,TSHA,19847,-0.1011241056978214,0,-0.002416313352796684,-0.09870779234502472,bottom25,0.2056482583284378,0.8889280706644058,4
2024-01-12,VLD,20402,-0.0856063004156775,0,-0.002416313352796684,-0.08318998706288082,top25,0.2055909425020217,0.802840090426458,20
2024-01-12,LAB,12577,-0.0679609999999999,0,-0.002416313352796684,-0.06554468664720321,no_mentions,0.0,0.9035069942474364,1
2024-01-12,GWAV,23227,0.183575252828712,0,-0.002416313352796684,0.1859915661815087,top25,0.1609328168409842,0.8094264196852843,27
2024-01-12,KNW,23375,-0.0340261625275563,0,-0.002416313352796684,-0.03160984917475962,bottom25,0.0,0.8672199249267578,2
2024-01-12,HYLN,18539,0.1294524435346609,0,-0.002416313352796684,0.13186875688745758,no_mentions,0.1047413945198059,0.7635716795921326,6
2024-01-12,AKTS,16625,-0.1468701483780178,0,-0.002416313352796684,-0.1444538350252211,top25,0.071295736403,0.7803414610575656,82
2024-01-12,VEEE,21782,-0.0071936809716819,0,-0.002416313352796684,-0.004777367618885216,bottom25,0.0,0.8321548998355865,2
2024-01-12,LODE,12840,0.0317996741503465,0,-0.002416313352796684,0.03421598750314318,top25,0.116394129594167,0.820498247198364,75
2024-01-12,LVO,17323,0.0077523579906171,0,-0.002416313352796684,0.010168671343413784,top25,0.3012835515869988,0.7764145247141521,27
2024-01-12,ISUN,16012,0.1368967940568124,0,-0.002416313352796684,0.1393131074096091,bottom25,-0.0249491780996322,0.840808629989624,4
2024-01-12,AMPE,12789,-0.0861239999999999,0,-0.002416313352796684,-0.08370768664720321,bottom25,0.074481249816956,0.7488030437628429,31
2024-01-12,EAF,17672,-0.1707315926154266,0,-0.002416313352796684,-0.1683152792626299,no_mentions,-0.902265727519989,0.902265727519989,1
2024-01-12,KULR,21412,-0.0512960812825541,0,-0.002416313352796684,-0.048879767929757414,top25,0.2075814164820171,0.7495197614701385,126
2024-01-12,CRKN,20422,-0.0360568855983534,0,-0.002416313352796684,-0.033640572245556714,top25,0.1435161645595844,0.7787530022008078,26
2024-01-12,APDN,15057,-0.032958418094968,0,-0.002416313352796684,-0.030542104742171318,bottom25,0.1202238901801731,0.7749730795621872,23
2024-01-12,JNVR,24072,-0.0186914691092076,0,-0.002416313352796684,-0.016275155756410916,bottom25,0.911391019821167,0.911391019821167,1
2024-01-12,RXT,19576,-0.022347333218242,0,-0.002416313352796684,-0.019931019865445317,no_mentions,0.6607410162687302,0.6607410162687302,2
2024-01-12,VRME,19494,0.020370322931285,0,-0.002416313352796684,0.022786636284081684,bottom25,0.088700121641159,0.7965063452720642,10
2024-01-12,ARAV,14555,-1.0652138104916277e-07,0,-0.002416313352796684,0.002416206831415635,bottom25,0.0,0.7952096462249756,5
2024-01-12,SLS,92594,-0.0716034139433449,0,-0.002416313352796684,-0.06918710059054822,top25,0.0164121973514556,0.7630125386126311,75
2024-01-12,KIND,20832,-0.041175712528727,0,-0.002416313352796684,-0.03875939917593032,no_mentions,0.0,0.9214177131652832,1
2024-01-12,JAGX,15375,-0.2635716984632845,0,-0.002416313352796684,-0.2611553851104878,top25,0.1333366529186173,0.7686682644571577,101
2024-01-12,ICU,20841,-0.0419537377364243,5,-0.002416313352796684,-0.03953742438362762,top25,0.0386100014050801,0.7504373702813278,57
2024-01-12,OCGN,15132,-0.1052321011226748,0,-0.002416313352796684,-0.10281578776987811,top25,0.0871669091284275,0.7387710852925438,176
2024-01-12,FGEN,15065,0.0034669216626945,0,-0.002416313352796684,0.0058832350154911835,top25,0.3289049258737853,0.7966941767930984,33
2024-01-12,OPTT,91964,-0.0505530556683848,0,-0.002416313352796684,-0.048136742315588114,top25,0.1287945934704371,0.7510500413464409,91
2024-01-12,TRVI,18677,0.0757572123639871,0,-0.002416313352796684,0.07817352571678378,bottom25,0.0,0.7335054278373718,1
2024-01-12,EVA,15313,0.1372990475961344,0,-0.002416313352796684,0.13971536094893108,top25,-0.0227448230280595,0.7378388416737017,34
2024-01-12,TTNP,82848,0.0360249999999999,0,-0.002416313352796684,0.03844131335279658,bottom25,-0.001233571767807,0.7923904378567973,60
2024-01-12,BKSY,19114,0.0078121607249359,0,-0.002416313352796684,0.010228474077732584,no_mentions,0.0,0.7335054278373718,1
2024-01-12,AGRX,14645,0.1987174909221074,0,-0.002416313352796684,0.20113380427490407,bottom25,-0.048681728541851,0.785982628663381,16
2024-01-12,FFIE,19649,0.0747956310942998,0,-0.002416313352796684,0.07721194444709649,top25,0.0899232091272578,0.7705921131306771,68
2024-01-12,OCEA,22272,-0.0238868669021932,0,-0.002416313352796684,-0.021470553549396514,top25,0.0766646223408835,0.7966531343758105,21
2024-01-12,ALPP,22179,0.0107006822206643,0,-0.002416313352796684,0.013116995573460985,bottom25,0.0420029683220655,0.7845357677927319,133
2024-01-12,SLQT,19357,-6.110040847717713e-07,0,-0.002416313352796684,0.0024157023487119123,no_mentions,0.0,0.8107834756374359,2
2024-01-12,TNXP,14107,-0.2024765895529837,0,-0.002416313352796684,-0.20006027620018701,top25,0.054244475869032,0.7868462957500635,208
2024-01-12,IOBT,22312,-0.0357143876792787,0,-0.002416313352796684,-0.03329807432648202,bottom25,0.0,0.945495903491974,1
2024-01-12,AEVA,19224,0.0089285174650142,0,-0.002416313352796684,0.011344830817810883,no_mentions,0.0,0.7335054278373718,1
2024-01-12,AMWL,19657,-0.0756304935331447,0,-0.002416313352796684,-0.07321418018034802,no_mentions,0.0,0.7645812630653381,1
2024-01-12,VIRI,20331,0.408163002714256,0,-0.002416313352796684,0.41057931606705267,bottom25,0.0,0.7335054278373718,4
2024-01-19,RNXT,21875,-0.0181814579460138,0,-0.011393239857105053,-0.006788218088908747,top25,0.1431572866994281,0.7478501488242233,43
2024-01-19,EVA,15313,-0.5561967649289736,0,-0.011393239857105053,-0.5448035250718686,top25,-0.0227448230280595,0.7378388416737017,34
2024-01-19,TRVI,18677,-0.0492967471517324,0,-0.011393239857105053,-0.037903507294627346,bottom25,0.0,0.7335054278373718,1
2024-01-19,PEGY,25452,-0.0942851844626572,0,-0.011393239857105053,-0.08289194460555215,top25,0.1498747439611525,0.7706182113400213,21
2024-01-19,JAGX,15375,-0.0174587471576328,0,-0.011393239857105053,-0.006065507300527746,top25,0.1333366529186173,0.7686682644571577,101
2024-01-19,KNW,23375,-0.14766174616661,0,-0.011393239857105053,-0.13626850630950493,bottom25,0.0,0.8672199249267578,2
2024-01-19,SLS,92594,-0.0120108692337315,0,-0.011393239857105053,-0.0006176293766264468,top25,0.0164121973514556,0.7630125386126311,75
2024-01-19,ICU,20841,0.3357329805829869,5,-0.011393239857105053,0.34712622044009195,top25,0.0386100014050801,0.7504373702813278,57
2024-01-19,KIND,20832,-0.0245400069111176,0,-0.011393239857105053,-0.013146767054012548,no_mentions,0.0,0.9214177131652832,1
2024-01-19,OCGN,15132,-0.144670086550374,0,-0.011393239857105053,-0.13327684669326895,top25,0.0871669091284275,0.7387710852925438,176
2024-01-19,AMPE,12789,-0.1151831826300718,0,-0.011393239857105053,-0.10378994277296674,bottom25,0.074481249816956,0.7488030437628429,31
2024-01-19,BKSY,19114,-0.0077526718057329,0,-0.011393239857105053,0.0036405680513721533,no_mentions,0.0,0.7335054278373718,1
2024-01-19,SLQT,19357,-0.1322308968839038,0,-0.011393239857105053,-0.12083765702679874,no_mentions,0.0,0.8107834756374359,2
2024-01-19,LVO,17323,0.0230759713137924,0,-0.011393239857105053,0.03446921117089745,top25,0.3012835515869988,0.7764145247141521,27
2024-01-19,LODE,12840,-0.0637728961124529,0,-0.011393239857105053,-0.05237965625534785,top25,0.116394129594167,0.820498247198364,75
2024-01-19,TNXP,14107,-0.0438889791583942,0,-0.011393239857105053,-0.03249573930128915,top25,0.054244475869032,0.7868462957500635,208
2024-01-19,IOBT,22312,-0.0634923346894664,0,-0.011393239857105053,-0.052099094832361345,bottom25,0.0,0.945495903491974,1
2024-01-19,AEVA,19224,-0.1811508761023649,0,-0.011393239857105053,-0.16975763624525986,no_mentions,0.0,0.7335054278373718,1
2024-01-19,HYLN,18539,0.0223850567743768,0,-0.011393239857105053,0.03377829663148185,no_mentions,0.1047413945198059,0.7635716795921326,6
2024-01-19,RCAT,21090,-0.0432577277006763,0,-0.011393239857105053,-0.031864487843571244,top25,0.3392883663376172,0.7762083062330882,48
2024-01-19,EAF,17672,-0.1176472574444387,0,-0.011393239857105053,-0.10625401758733365,no_mentions,-0.902265727519989,0.902265727519989,1
2024-01-19,KULR,21412,0.0731833831336317,0,-0.011393239857105053,0.08457662299073675,top25,0.2075814164820171,0.7495197614701385,126
2024-01-19,CTM,23466,0.3769913329072971,1,-0.011393239857105053,0.38838457276440214,top25,0.2135153749050238,0.7846241203839319,39
2024-01-19,KORE,22132,0.0206200616862772,0,-0.011393239857105053,0.03201330154338225,bottom25,0.946811854839325,0.946811854839325,1
2024-01-19,AKTS,16625,0.1334048825010572,0,-0.011393239857105053,0.14479812235816225,top25,0.071295736403,0.7803414610575656,82
2024-01-19,ALPP,22179,-0.0861053873806894,0,-0.011393239857105053,-0.07471214752358435,bottom25,0.0420029683220655,0.7845357677927319,133
2024-01-19,APDN,15057,-2.2435043067758897e-07,0,-0.011393239857105053,0.011393015506674375,bottom25,0.1202238901801731,0.7749730795621872,23
2024-01-19,JNVR,24072,-0.0571439611303467,0,-0.011393239857105053,-0.045750721273241646,bottom25,0.911391019821167,0.911391019821167,1
2024-01-19,VEEE,21782,-0.1014498617779999,0,-0.011393239857105053,-0.09005662192089485,bottom25,0.0,0.8321548998355865,2
2024-01-19,VRME,19494,-0.0381129770867075,0,-0.011393239857105053,-0.02671973722960245,bottom25,0.088700121641159,0.7965063452720642,10
2024-01-19,CRKN,20422,-0.0839701414838987,0,-0.011393239857105053,-0.07257690162679364,top25,0.1435161645595844,0.7787530022008078,26
2024-01-19,ISUN,16012,-0.2545878074742389,0,-0.011393239857105053,-0.24319456761713387,bottom25,-0.0249491780996322,0.840808629989624,4
2024-01-19,FGEN,15065,0.0131543004047416,0,-0.011393239857105053,0.024547540261846655,top25,0.3289049258737853,0.7966941767930984,33
2024-01-19,GWAV,23227,-0.057278266061986,0,-0.011393239857105053,-0.04588502620488095,top25,0.1609328168409842,0.8094264196852843,27
2024-01-19,RXT,19576,-0.0114291959971727,0,-0.011393239857105053,-3.59561400676469e-05,no_mentions,0.6607410162687302,0.6607410162687302,2
2024-01-19,VLD,20402,-0.1748648709484204,0,-0.011393239857105053,-0.16347163109131535,top25,0.2055909425020217,0.802840090426458,20
2024-01-19,ARAV,14555,-0.5685946244578739,0,-0.011393239857105053,-0.5572013846007688,bottom25,0.0,0.7952096462249756,5
2024-01-19,OCEA,22272,-0.1004294034401602,0,-0.011393239857105053,-0.08903616358305515,top25,0.0766646223408835,0.7966531343758105,21
2024-01-19,VIRI,20331,0.0685110783813096,0,-0.011393239857105053,0.07990431823841465,bottom25,0.0,0.7335054278373718,4
2024-01-19,AMWL,19657,-0.0090908459756874,0,-0.011393239857105053,0.002302393881417652,no_mentions,0.0,0.7645812630653381,1
2024-01-19,FFIE,19649,-0.086548978722756,0,-0.011393239857105053,-0.07515573886565095,top25,0.0899232091272578,0.7705921131306771,68
2024-01-19,VTNR,78003,-0.07499985027175,0,-0.011393239857105053,-0.06360661041464495,bottom25,0.1763008534908294,0.7437588274478912,8
2024-01-19,AGRX,14645,-0.2219248607029518,0,-0.011393239857105053,-0.21053162084584676,bottom25,-0.048681728541851,0.785982628663381,16
2024-01-19,TSHA,19847,-0.0999999578063862,0,-0.011393239857105053,-0.08860671794928114,bottom25,0.2056482583284378,0.8889280706644058,4
2024-01-19,OPTT,91964,-0.0549078127012567,0,-0.011393239857105053,-0.043514572844151646,top25,0.1287945934704371,0.7510500413464409,91
2024-01-26,KULR,21412,-0.0127229556932118,0,0.0267694550063462,-0.039492410699558,top25,0.2075814164820171,0.7495197614701385,126
2024-01-26,VTNR,78003,-0.2108116128158618,0,0.0267694550063462,-0.237581067822208,bottom25,0.1763008534908294,0.7437588274478912,8
2024-01-26,OPTT,91964,0.0739424569233935,0,0.0267694550063462,0.047173001917047305,top25,0.1287945934704371,0.7510500413464409,91
2024-01-26,LODE,12840,-0.0157341478088199,0,0.0267694550063462,-0.0425036028151661,top25,0.116394129594167,0.820498247198364,75
2024-01-26,TNXP,14107,0.0734468694901808,0,0.0267694550063462,0.0466774144838346,top25,0.054244475869032,0.7868462957500635,208
2024-01-26,RNXT,21875,-0.0277774708668352,0,0.0267694550063462,-0.0545469258731814,top25,0.1431572866994281,0.7478501488242233,43
2024-01-26,AMPE,12789,-0.0059172786303629,0,0.0267694550063462,-0.0326867336367091,bottom25,0.074481249816956,0.7488030437628429,31
2024-01-26,PEGY,25452,0.0055205318307667,0,0.0267694550063462,-0.0212489231755795,top25,0.1498747439611525,0.7706182113400213,21
2024-01-26,APDN,15057,0.0366677448901351,0,0.0267694550063462,0.0098982898837889,bottom25,0.1202238901801731,0.7749730795621872,23
2024-01-26,JAGX,15375,0.1115489165425476,0,0.0267694550063462,0.0847794615362014,top25,0.1333366529186173,0.7686682644571577,101
2024-01-26,RCAT,21090,-0.128855760815011,0,0.0267694550063462,-0.1556252158213572,top25,0.3392883663376172,0.7762083062330882,48
2024-01-26,VEEE,21782,0.2338695027606372,0,0.0267694550063462,0.207100047754291,bottom25,0.0,0.8321548998355865,2
2024-01-26,GWAV,23227,0.2447696720661458,0,0.0267694550063462,0.2180002170597996,top25,0.1609328168409842,0.8094264196852843,27
2024-01-26,CRKN,20422,0.2074994890904442,0,0.0267694550063462,0.180730034084098,top25,0.1435161645595844,0.7787530022008078,26
2024-01-26,KORE,22132,-0.0612245855746607,0,0.0267694550063462,-0.0879940405810069,bottom25,0.946811854839325,0.946811854839325,1
2024-01-26,ALPP,22179,-0.0496128258041547,0,0.0267694550063462,-0.0763822808105009,bottom25,0.0420029683220655,0.7845357677927319,133
2024-01-26,JNVR,24072,0.1616159845834501,0,0.0267694550063462,0.1348465295771039,bottom25,0.911391019821167,0.911391019821167,1
2024-01-26,VLD,20402,0.1069229208620574,0,0.0267694550063462,0.0801534658557112,top25,0.2055909425020217,0.802840090426458,20
2024-01-26,ICU,20841,0.173353912941943,13,0.0267694550063462,0.1465844579355968,top25,0.0386100014050801,0.7504373702813278,57
2024-01-26,SLS,92594,-0.0389366030331761,0,0.0267694550063462,-0.0657060580395223,top25,0.0164121973514556,0.7630125386126311,75
2024-01-26,VIRI,20331,-0.4944514874572315,0,0.0267694550063462,-0.5212209424635776,bottom25,0.0,0.7335054278373718,4
2024-01-26,KIND,20832,-0.0314462936175524,0,0.0267694550063462,-0.0582157486238986,no_mentions,0.0,0.9214177131652832,1
2024-01-26,ISUN,16012,0.1641014633667343,0,0.0267694550063462,0.1373320083603881,bottom25,-0.0249491780996322,0.840808629989624,4
2024-01-26,RXT,19576,0.023122418587945,0,0.0267694550063462,-0.0036470364184011984,no_mentions,0.6607410162687302,0.6607410162687302,2
2024-01-26,LVO,17323,0.1353391662976129,0,0.0267694550063462,0.10856971129126669,top25,0.3012835515869988,0.7764145247141521,27
2024-01-26,AKTS,16625,-0.2627028465399891,0,0.0267694550063462,-0.2894723015463353,top25,0.071295736403,0.7803414610575656,82
2024-01-26,SLQT,19357,0.1238098238609284,0,0.0267694550063462,0.0970403688545822,no_mentions,0.0,0.8107834756374359,2
2024-01-26,FGEN,15065,0.2274092582845743,0,0.0267694550063462,0.2006398032782281,top25,0.3289049258737853,0.7966941767930984,33
2024-01-26,EAF,17672,0.020001101690209,0,0.0267694550063462,-0.0067683533161371975,no_mentions,-0.902265727519989,0.902265727519989,1
2024-01-26,OCGN,15132,0.056835195932372,0,0.0267694550063462,0.030065740926025798,top25,0.0871669091284275,0.7387710852925438,176
2024-01-26,IOBT,22312,0.011299815602092,0,0.0267694550063462,-0.015469639404254198,bottom25,0.0,0.945495903491974,1
2024-01-26,AEVA,19224,-0.0758665208628973,0,0.0267694550063462,-0.1026359758692435,no_mentions,0.0,0.7335054278373718,1
2024-01-26,ARAV,14555,-0.2318010100926241,1,0.0267694550063462,-0.2585704650989703,bottom25,0.0,0.7952096462249756,5
2024-01-26,HYLN,18539,0.1368423274938066,0,0.0267694550063462,0.1100728724874604,no_mentions,0.1047413945198059,0.7635716795921326,6
2024-01-26,KNW,23375,-0.0754148203542544,0,0.0267694550063462,-0.1021842753606006,bottom25,0.0,0.8672199249267578,2
2024-01-26,VRME,19494,0.0283027154915496,0,0.0267694550063462,0.0015332604852033999,bottom25,0.088700121641159,0.7965063452720642,10
2024-01-26,AGRX,14645,0.0859115947610347,0,0.0267694550063462,0.0591421397546885,bottom25,-0.048681728541851,0.785982628663381,16
2024-01-26,AMWL,19657,0.027522916764509,0,0.0267694550063462,0.0007534617581628003,no_mentions,0.0,0.7645812630653381,1
2024-01-26,FFIE,19649,-0.1165185482761408,0,0.0267694550063462,-0.143288003282487,top25,0.0899232091272578,0.7705921131306771,68
2024-01-26,OCEA,22272,0.0381558754049728,0,0.0267694550063462,0.011386420398626598,top25,0.0766646223408835,0.7966531343758105,21
2024-01-26,TSHA,19847,0.0277774238061514,0,0.0267694550063462,0.0010079687998052027,bottom25,0.2056482583284378,0.8889280706644058,4
2024-01-26,BKSY,19114,0.0078126817909369,0,0.0267694550063462,-0.018956773215409298,no_mentions,0.0,0.7335054278373718,1
2024-01-26,TRVI,18677,0.1555548939271385,0,0.0267694550063462,0.1287854389207923,bottom25,0.0,0.7335054278373718,1
2024-01-26,CTM,23466,-0.235218625772864,0,0.0267694550063462,-0.2619880807792102,top25,0.2135153749050238,0.7846241203839319,39
2024-01-26,EVA,15313,0.4476984134050754,1,0.0267694550063462,0.4209289583987292,top25,-0.0227448230280595,0.7378388416737017,34
2024-02-02,CTM,23466,0.0184865830141778,0,-0.012284414223338036,0.030770997237515835,top25,0.2135153749050238,0.7846241203839319,39
2024-02-02,RCAT,21090,-0.0103803183532098,0,-0.012284414223338036,0.0019040958701282366,top25,0.3392883663376172,0.7762083062330882,48
2024-02-02,GWAV,23227,0.1478268395455637,1,-0.012284414223338036,0.16011125376890173,top25,0.1609328168409842,0.8094264196852843,27
2024-02-02,KULR,21412,-0.1164963501249534,0,-0.012284414223338036,-0.10421193590161536,top25,0.2075814164820171,0.7495197614701385,126
2024-02-02,ISUN,16012,-0.013656688706388,0,-0.012284414223338036,-0.0013722744830499643,bottom25,-0.0249491780996322,0.840808629989624,4
2024-02-02,VLD,20402,-0.1111891960120069,0,-0.012284414223338036,-0.09890478178866886,top25,0.2055909425020217,0.802840090426458,20
2024-02-02,CRKN,20422,-0.1511384917383498,0,-0.012284414223338036,-0.13885407751501178,top25,0.1435161645595844,0.7787530022008078,26
2024-02-02,AGRX,14645,-0.069621045074204,0,-0.012284414223338036,-0.05733663085086596,bottom25,-0.048681728541851,0.785982628663381,16
2024-02-02,VTNR,78003,-0.0205470855972894,0,-0.012284414223338036,-0.008262671373951366,bottom25,0.1763008534908294,0.7437588274478912,8
2024-02-02,OCEA,22272,-0.0532594680171122,0,-0.012284414223338036,-0.04097505379377416,top25,0.0766646223408835,0.7966531343758105,21
2024-02-02,VRME,19494,-0.0091735388834511,0,-0.012284414223338036,0.0031108753398869354,bottom25,0.088700121641159,0.7965063452720642,10
2024-02-02,FFIE,19649,-0.1485506930100232,0,-0.012284414223338036,-0.13626627878668515,top25,0.0899232091272578,0.7705921131306771,68
2024-02-02,VIRI,20331,-0.0243898292625781,0,-0.012284414223338036,-0.012105415039240064,bottom25,0.0,0.7335054278373718,4
2024-02-02,OPTT,91964,-0.0262297637624873,0,-0.012284414223338036,-0.013945349539149263,top25,0.1287945934704371,0.7510500413464409,91
2024-02-02,TSHA,19847,0.0202711903319579,0,-0.012284414223338036,0.032555604555295936,bottom25,0.2056482583284378,0.8889280706644058,4
2024-02-02,RXT,19576,-0.0677977320544893,0,-0.012284414223338036,-0.055513317831151265,no_mentions,0.6607410162687302,0.6607410162687302,2
2024-02-02,AMWL,19657,-0.0624999038289235,0,-0.012284414223338036,-0.050215489605585466,no_mentions,0.0,0.7645812630653381,1
2024-02-02,KORE,22132,0.0326090331500015,0,-0.012284414223338036,0.044893447373339536,bottom25,0.946811854839325,0.946811854839325,1
